entrez_gene_symbol	gene_long_name	interaction_claim_source	interaction_types	drug_name	drug_primary_name
SLCO1B1	solute carrier organic anion transporter family, member 1B1	PharmGKB	n/a	PA143414738	ATRASENTAN
SLCO1B1	solute carrier organic anion transporter family, member 1B1	PharmGKB	n/a	PA451848	VALSARTAN
SLCO1B1	solute carrier organic anion transporter family, member 1B1	PharmGKB	n/a	PA449177	CYTARABINE
SLCO1B1	solute carrier organic anion transporter family, member 1B1	PharmGKB	n/a	PA142650384	PITAVASTATIN
SLCO1B1	solute carrier organic anion transporter family, member 1B1	PharmGKB	n/a	PA451799	TROGLITAZONE
SLCO1B1	solute carrier organic anion transporter family, member 1B1	PharmGKB	n/a	PA164743013	CASPOFUNGIN
SLCO1B1	solute carrier organic anion transporter family, member 1B1	PharmGKB	n/a	PA451182	PYRAZINAMIDE
SLCO1B1	solute carrier organic anion transporter family, member 1B1	PharmGKB	n/a	PA164749431	GEMTUZUMAB OZOGAMICIN
SLCO1B1	solute carrier organic anion transporter family, member 1B1	PharmGKB	n/a	PA164742950	OLMESARTAN
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	4570	RIFAMYCIN SV
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	4688	GLYCYRRHIZIN
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	2765	RIFAMPICIN
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	2953	PRAVASTATIN
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	4687	[<SUP>3</SUP>H]ESTRADIOL-17&BETA;-GLUCURONIDE
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	3439	GEMFIBROZIL
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	1024	CYCLOSPORIN A
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	4743	SILDENAFIL
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	4748	[<SUP>3</SUP>H]ESTRONE-3-SULPHATE
SLCO1B1	solute carrier organic anion transporter family, member 1B1	GuideToPharmacologyInteractions	n/a	4844	INDOCYANINE GREEN
KCNK2	potassium channel, subfamily K, member 2	TdgClinicalTrial	n/a	DOFETILIDE	DOFETILIDE
KCNK2	potassium channel, subfamily K, member 2	GuideToPharmacologyInteractions	n/a	2401	HALOTHANE
KCNK2	potassium channel, subfamily K, member 2	GuideToPharmacologyInteractions	n/a	2391	ARACHIDONIC ACID
KCNK2	potassium channel, subfamily K, member 2	GuideToPharmacologyInteractions	n/a	2326	RILUZOLE
KCNK2	potassium channel, subfamily K, member 2	TEND	n/a	DOFETILIDE	DOFETILIDE
KCNK2	potassium channel, subfamily K, member 2	DrugBank	inhibitor	DB00204	DOFETILIDE
RXFP4	relaxin/insulin-like family peptide receptor 4	GuideToPharmacologyInteractions	n/a	4375	EUROPIUM-LABELLED INSL5
RXFP4	relaxin/insulin-like family peptide receptor 4	GuideToPharmacologyInteractions	n/a	3789	[<SUP>125</SUP>I]H3-B/INSL5 A CHIMERA
RXFP4	relaxin/insulin-like family peptide receptor 4	GuideToPharmacologyInteractions	n/a	1990	H3 RELAXIN
RXFP4	relaxin/insulin-like family peptide receptor 4	GuideToPharmacologyInteractions	n/a	3907	R3(B&DELTA;23-27)R/I5 CHIMERIC PEPTIDE
RXFP4	relaxin/insulin-like family peptide receptor 4	GuideToPharmacologyInteractions	n/a	1999	[<SUP>125</SUP>I]H3 RELAXIN (HUMAN)
RXFP4	relaxin/insulin-like family peptide receptor 4	GuideToPharmacologyInteractions	n/a	2001	[<SUP>125</SUP>I]INSL5 (HUMAN)
RXFP4	relaxin/insulin-like family peptide receptor 4	GuideToPharmacologyInteractions	n/a	2000	INSL5
NAE1	NEDD8 activating enzyme E1 subunit 1	DrugBank	n/a	DB00171	ADENOSINE TRIPHOSPHATE
PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	DrugBank	n/a	DB01752	S-ADENOSYL-L-HOMOCYSTEINE
PSME4	proteasome (prosome, macropain) activator subunit 4	MyCancerGenome	other/unknown	BORTEZOMIB	BORTEZOMIB
PSME4	proteasome (prosome, macropain) activator subunit 4	MyCancerGenome	other/unknown	CARFILZOMIB	CARFILZOMIB
SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	DrugBank	n/a	DB01998	2-[3,4-DIHYDROXY-2-HYDROXYMETHYL-5-(2-HYDROXY-NONYL)-TETRAHYDRO-FURAN-2-YLOXY]-6-HYDROXYMETHYL-TETRA HYDRO-PYRAN-3,4,5-TRIOL
SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	DrugBank	n/a	DB03345	BETA-MERCAPTOETHANOL
SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	TTD	modulator	DCL000689	ALPHAGEN
SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	TTD	inhibitor	DAP001439	ZEMAIRA
SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	TTD	inhibitor	DAP001560	ALPHA1-PROTEINASE INHIBITOR
HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	DrugBank	n/a	DB00157	NADH
ICAM1	intercellular adhesion molecule 1	DrugBank	n/a	DB08818	HYALURONAN
ICAM1	intercellular adhesion molecule 1	DrugBank	n/a	DB00108	NATALIZUMAB
ICAM1	intercellular adhesion molecule 1	TdgClinicalTrial	n/a	HYALURONAN	HYALURONAN
ICAM1	intercellular adhesion molecule 1	TdgClinicalTrial	n/a	COXSACKIEVIRUS TYPE A21	COXSACKIEVIRUS TYPE A21
ICAM1	intercellular adhesion molecule 1	TdgClinicalTrial	n/a	SAR 1118	SAR 1118
ICAM1	intercellular adhesion molecule 1	TdgClinicalTrial	n/a	ALICAFORSEN	ALICAFORSEN
ICAM1	intercellular adhesion molecule 1	TdgClinicalTrial	n/a	BI-505	BI-505
ICAM1	intercellular adhesion molecule 1	TTD	antisense	DCL000420	ALICAFORSEN
PKM	pyruvate kinase, muscle	DrugBank	n/a	DB07628	6-(2-FLUOROBENZYL)-2,4-DIMETHYL-4,6-DIHYDRO-5H-THIENO[2',3':4,5]PYRROLO[2,3-D]PYRIDAZIN-5-ONE
PKM	pyruvate kinase, muscle	DrugBank	n/a	DB01733	L-PHOSPHOLACTATE
PKM	pyruvate kinase, muscle	DrugBank	n/a	DB02726	2-PHOSPHOGLYCOLIC ACID
PKM	pyruvate kinase, muscle	DrugBank	n/a	DB07692	1-[(2,6-DIFLUOROPHENYL)SULFONYL]-4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YLSULFONYL)PIPERAZINE
PKM	pyruvate kinase, muscle	DrugBank	n/a	DB00119	PYRUVIC ACID
PKM	pyruvate kinase, muscle	DrugBank	n/a	DB07697	1-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YLSULFONYL)-4-[(4-METHOXYPHENYL)SULFONYL]PIPERAZINE
CRP	C-reactive protein, pentraxin-related	TdgClinicalTrial	n/a	ISIS-CRPRX	ISIS-CRPRX
CRP	C-reactive protein, pentraxin-related	TdgClinicalTrial	n/a	ISIS 353512	ISIS 353512
CRP	C-reactive protein, pentraxin-related	PharmGKB	n/a	PA164712462	ANTIINFLAMMATORY AGENTS, NON-STEROIDS
CRP	C-reactive protein, pentraxin-related	DrugBank	n/a	DB03945	PHOSPHOCHOLINE
CRP	C-reactive protein, pentraxin-related	TTD	antisense	DCL000550	ISIS-CRP
GJA10	gap junction protein, alpha 10, 62kDa	GuideToPharmacologyInteractions	n/a	2447	FLUFENAMIC ACID
GJA10	gap junction protein, alpha 10, 62kDa	GuideToPharmacologyInteractions	n/a	4151	CARBENOXOLONE
GJA10	gap junction protein, alpha 10, 62kDa	GuideToPharmacologyInteractions	n/a	707	CA<SUP>2+</SUP>
GJA10	gap junction protein, alpha 10, 62kDa	GuideToPharmacologyInteractions	n/a	4278	OCTANOL
MMP16	matrix metallopeptidase 16 (membrane-inserted)	DrugBank	n/a	DB03880	BATIMASTAT
MMP16	matrix metallopeptidase 16 (membrane-inserted)	DrugBank	inhibitor	DB00786	MARIMASTAT
SLC25A18	solute carrier family 25 (glutamate carrier), member 18	DrugBank	n/a	DB00142	L-GLUTAMIC ACID
PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	MyCancerGenome	other/unknown	CARFILZOMIB	CARFILZOMIB
PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	MyCancerGenome	other/unknown	BORTEZOMIB	BORTEZOMIB
DHCR7	7-dehydrocholesterol reductase	DrugBank	n/a	DB00157	NADH
TRPV2	transient receptor potential cation channel, subfamily V, member 2	GuideToPharmacologyInteractions	n/a	4150	CANNABIDIOL
TRPV2	transient receptor potential cation channel, subfamily V, member 2	GuideToPharmacologyInteractions	n/a	2432	RUTHENIUM RED
TRPV2	transient receptor potential cation channel, subfamily V, member 2	GuideToPharmacologyInteractions	n/a	2421	AMILORIDE
TRPV2	transient receptor potential cation channel, subfamily V, member 2	GuideToPharmacologyInteractions	n/a	2441	SKF96365
TRPV2	transient receptor potential cation channel, subfamily V, member 2	GuideToPharmacologyInteractions	n/a	2434	LA<SUP>3+</SUP>
CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	DrugBank	n/a	DB00151	L-CYSTEINE
TNK2	tyrosine kinase, non-receptor, 2	DrugBank	n/a	DB00171	ADENOSINE TRIPHOSPHATE
TNK2	tyrosine kinase, non-receptor, 2	DrugBank	n/a	DB04367	DEBROMOHYMENIALDISINE
DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	DrugBank	inhibitor	DB00822	DISULFIRAM
DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	DrugBank	n/a	DB00126	VITAMIN C
DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	DrugBank	ligand	DB00988	DOPAMINE
DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	TdgClinicalTrial	n/a	NEPICASTAT	NEPICASTAT
DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	GuideToPharmacologyInteractions	n/a	6630	NEPICASTAT
DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	PharmGKB	n/a	PA450626	NICOTINE
AMY1A	amylase, alpha 1A (salivary)	DrugBank	n/a	DB04237	TRIS(HYDROXYETHYL)AMINOMETHANE
AMY1A	amylase, alpha 1A (salivary)	DrugBank	n/a	DB03092	5-HYDROXYMETHYL-CHONDURITOL
AMY1A	amylase, alpha 1A (salivary)	DrugBank	n/a	DB02379	BETA-D-GLUCOSE
AMY1A	amylase, alpha 1A (salivary)	DrugBank	n/a	DB03088	PYROGLUTAMIC ACID
AMY1A	amylase, alpha 1A (salivary)	DrugBank	n/a	DB03439	4,6-DIDEOXY-4-AMINO-ALPHA-D-GLUCOSE
GRIK4	glutamate receptor, ionotropic, kainate 4	DrugBank	n/a	DB00142	L-GLUTAMIC ACID
GRIK4	glutamate receptor, ionotropic, kainate 4	GuideToPharmacologyInteractions	n/a	4181	DOMOIC ACID
GRIK4	glutamate receptor, ionotropic, kainate 4	GuideToPharmacologyInteractions	n/a	4075	[<SUP>3</SUP>H](2S,4R)-4-METHYLGLUTAMATE
GRIK4	glutamate receptor, ionotropic, kainate 4	GuideToPharmacologyInteractions	n/a	4185	DYSIHERBAINE
GRIK4	glutamate receptor, ionotropic, kainate 4	GuideToPharmacologyInteractions	n/a	4317	SYM2081
GRIK4	glutamate receptor, ionotropic, kainate 4	GuideToPharmacologyInteractions	n/a	4085	[<SUP>3</SUP>H]KAINATE
GRIK4	glutamate receptor, ionotropic, kainate 4	GuideToPharmacologyInteractions	n/a	4231	KAINATE
GRIK4	glutamate receptor, ionotropic, kainate 4	TdgClinicalTrial	n/a	TEZAMPANEL	TEZAMPANEL
GRIK4	glutamate receptor, ionotropic, kainate 4	PharmGKB	n/a	PA449015	CITALOPRAM
GRIK4	glutamate receptor, ionotropic, kainate 4	PharmGKB	n/a	PA452229	ANTIDEPRESSANTS
PTS	6-pyruvoyltetrahydropterin synthase	DrugBank	n/a	DB03886	BIOPTERIN
TNFRSF14	tumor necrosis factor receptor superfamily, member 14	GuideToPharmacologyInteractions	n/a	5064	LYMPHOTOXIN-&ALPHA;
TNFRSF14	tumor necrosis factor receptor superfamily, member 14	GuideToPharmacologyInteractions	n/a	4891	B AND T LYMPHOCYTE ATTENUATOR
TNFRSF14	tumor necrosis factor receptor superfamily, member 14	GuideToPharmacologyInteractions	n/a	5070	LIGHT
GRIK5	glutamate receptor, ionotropic, kainate 5	GuideToPharmacologyInteractions	n/a	4185	DYSIHERBAINE
GRIK5	glutamate receptor, ionotropic, kainate 5	GuideToPharmacologyInteractions	n/a	4231	KAINATE
GRIK5	glutamate receptor, ionotropic, kainate 5	GuideToPharmacologyInteractions	n/a	4075	[<SUP>3</SUP>H](2S,4R)-4-METHYLGLUTAMATE
GRIK5	glutamate receptor, ionotropic, kainate 5	GuideToPharmacologyInteractions	n/a	4085	[<SUP>3</SUP>H]KAINATE
GRIK5	glutamate receptor, ionotropic, kainate 5	GuideToPharmacologyInteractions	n/a	4317	SYM2081
GRIK5	glutamate receptor, ionotropic, kainate 5	GuideToPharmacologyInteractions	n/a	4181	DOMOIC ACID
GRIK5	glutamate receptor, ionotropic, kainate 5	TdgClinicalTrial	n/a	TEZAMPANEL	TEZAMPANEL
GRIK5	glutamate receptor, ionotropic, kainate 5	DrugBank	n/a	DB00142	L-GLUTAMIC ACID
TUBA3C	tubulin, alpha 3c	DrugBank	n/a	DB03010	EPOTHILONE B
TUBA3C	tubulin, alpha 3c	DrugBank	n/a	DB01873	EPOTHILONE D
DHFRL1	dihydrofolate reductase-like 1	DrugBank	n/a	DB04163	5-PHENYLSULFANYL-2,4-QUINAZOLINEDIAMINE
DHFRL1	dihydrofolate reductase-like 1	DrugBank	n/a	DB01958	5-[4-TERT-BUTYLPHENYLSULFANYL]-2,4-QUINAZOLINEDIAMINE
DHFRL1	dihydrofolate reductase-like 1	DrugBank	n/a	DB07862	7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE
DHFRL1	dihydrofolate reductase-like 1	DrugBank	n/a	DB02402	5-(4-METHOXYPHENOXY)-2,4-QUINAZOLINEDIAMINE
DHFRL1	dihydrofolate reductase-like 1	DrugBank	n/a	DB08203	7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE
DHFRL1	dihydrofolate reductase-like 1	DrugBank	n/a	DB04306	5-[(4-METHYLPHENYL)SULFANYL]-2,4-QUINAZOLINEDIAMINE
DHFRL1	dihydrofolate reductase-like 1	DrugBank	n/a	DB01929	5-CHLORYL-2,4,6-QUINAZOLINETRIAMINE
DHFRL1	dihydrofolate reductase-like 1	DrugBank	n/a	DB02001	5-(4-MORPHOLIN-4-YL-PHENYLSULFANYL)-2,4-QUINAZOLINEDIAMINE
CD40	CD40 molecule, TNF receptor superfamily member 5	GuideToPharmacologyInteractions	n/a	5077	CD40 LIGAND
CD40	CD40 molecule, TNF receptor superfamily member 5	TdgClinicalTrial	n/a	BPX-101	BPX-101
CD40	CD40 molecule, TNF receptor superfamily member 5	TdgClinicalTrial	n/a	PG102	PG102
CD40	CD40 molecule, TNF receptor superfamily member 5	TdgClinicalTrial	n/a	ISF35	ISF35
CD40	CD40 molecule, TNF receptor superfamily member 5	TdgClinicalTrial	n/a	LUCATUMUMAB	LUCATUMUMAB
CD40	CD40 molecule, TNF receptor superfamily member 5	TdgClinicalTrial	n/a	DACETUZUMAB	DACETUZUMAB
PADI3	peptidyl arginine deiminase, type III	DrugBank	n/a	DB00155	L-CITRULLINE
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA450272	LOVASTATIN
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA451346	SILDENAFIL
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA134308647	ROSUVASTATIN
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA449899	HYDROCHLOROTHIAZIDE
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA448500	ATORVASTATIN
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA450688	OLANZAPINE
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA451089	PRAVASTATIN
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA133950441	HMG COA REDUCTASE INHIBITORS
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA451566	SUMATRIPTAN
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA164713347	THIAZIDES, PLAIN
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA451363	SIMVASTATIN
GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	PharmGKB	n/a	PA449688	FLUVASTATIN
IL6R	interleukin 6 receptor	DrugBank	n/a	DB02944	ALPHA-D-MANNOSE
IL6R	interleukin 6 receptor	TdgClinicalTrial	n/a	SIRUKUMAB	SIRUKUMAB
IL6R	interleukin 6 receptor	TdgClinicalTrial	n/a	TOCILIZUMAB	TOCILIZUMAB
IL6R	interleukin 6 receptor	TdgClinicalTrial	n/a	ALC-0061	ALC-0061
IL6R	interleukin 6 receptor	TEND	n/a	TOCILIZUMAB	TOCILIZUMAB
IL6R	interleukin 6 receptor	TTD	antagonist	DCL000635	SAR153191
IL6R	interleukin 6 receptor	TTD	antibody	DAP001448	TOCILIZUMAB
IL6R	interleukin 6 receptor	MyCancerGenome	immunotherapy	TOCILIZUMAB	TOCILIZUMAB
ISG20	interferon stimulated exonuclease gene 20kDa	DrugBank	n/a	DB03685	URIDINE-5'-MONOPHOSPHATE
KAT2A	K(lysine) acetyltransferase 2A	DrugBank	n/a	DB01992	COENZYME A
RAP2A	RAP2A, member of RAS oncogene family	DrugBank	n/a	DB04137	GUANOSINE-5'-TRIPHOSPHATE
RAP2A	RAP2A, member of RAS oncogene family	DrugBank	n/a	DB04315	GUANOSINE-5'-DIPHOSPHATE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03159	CRA_8696
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB02473	6-[N-(1-ISOPROPYL-3,4-DIHYDRO-7-ISOQUINOLINYL)CARBAMYL]-2-NAPHTHALENECARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB07625	4-(2-AMINOETHOXY)-N-(2,5-DIETHOXYPHENYL)-3,5-DIMETHYLBENZAMIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB08697	4-(2-AMINOETHOXY)-N-(3-CHLORO-5-PIPERIDIN-1-YLPHENYL)-3,5-DIMETHYLBENZAMIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB02526	CRA_10655
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03476	TRANS-6-(2-PHENYLCYCLOPROPYL)-NAPHTHALENE-2-CARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB07076	6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03729	2-AMINO-5-HYDROXY-BENZIMIDAZOLE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB06854	2-(2-HYDROXY-BIPHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB01977	6-(N-PHENYLCARBAMYL)-2-NAPHTHALENECARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03782	N-(1-ADAMANTYL)-N'-(4-GUANIDINOBENZYL)UREA
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03865	6-CHLORO-2-(2-HYDROXY-BIPHENYL-3-YL)-1H-INDOLE-5-CARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB00013	UROKINASE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03136	4-IODOBENZO[B]THIOPHENE-2-CARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB07129	(2R)-1-(2,6-DIMETHYLPHENOXY)PROPAN-2-AMINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB07122	1-[4-(2-OXO-2-PHENYLETHYL)PHENYL]GUANIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB02193	2-(2-HYDROXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB07626	4-(2-AMINOETHOXY)-N-(3-CHLORO-2-ETHOXY-5-PIPERIDIN-1-YLPHENYL)-3,5-DIMETHYLBENZAMIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03876	THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03127	BENZAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB02705	6-[N-(1-ISOPROPYL-1,2,3,4-TETRAHYDRO-7-ISOQUINOLINYL)CARBAMYL]-2-NAPHTHALENECARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB04059	8-(PYRIMIDIN-2-YLAMINO)NAPHTHALENE-2-CARBOXIMIDAMIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB06856	6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB06857	N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB02551	6-[N-(4-ETHYL-1,2,3,4-TETRAHYDRO-6-ISOQUINOLINYL)CARBAMYL]-2-NAPHTHALENECARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB01905	2-(2-HYDROXY-5-METHOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03082	6-[(Z)-AMINO(IMINO)METHYL]-N-[4-(AMINOMETHYL)PHENYL]-4-(PYRIMIDIN-2-YLAMINO)-2-NAPHTHAMIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB08072	4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB02398	6-[N-(4-(AMINOMETHYL)PHENYL)CARBAMYL]-2-NAPHTHALENECARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	inhibitor	DB00594	AMILORIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB06855	6-FLUORO-2-(2-HYDROXY-3-ISOBUTOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB03046	7-METHOXY-8-[1-(METHYLSULFONYL)-1H-PYRAZOL-4-YL]NAPHTHALENE-2-CARBOXIMIDAMIDE
PLAU	plasminogen activator, urokinase	DrugBank	n/a	DB04172	[2,4,6-TRIISOPROPYL-PHENYLSULFONYL-L-[3-AMIDINO-PHENYLALANINE]]-PIPERAZINE-N'-BETA-ALANINE
PLAU	plasminogen activator, urokinase	GuideToPharmacologyInteractions	n/a	6543	UK-356202
PLAU	plasminogen activator, urokinase	GuideToPharmacologyInteractions	n/a	6545	(2R)-N-[(2S)-1-[(4-CARBAMIMIDOYLPHENYL)METHYLAMINO]-3-HYDROXY-1-OXOPROPAN-2-YL]-3-HYDROXY-2-(PHENYLMETHYLSULFONYLAMINO)PROPANAMIDE
PLAU	plasminogen activator, urokinase	GuideToPharmacologyInteractions	n/a	6498	WX-UK1
PLAU	plasminogen activator, urokinase	GuideToPharmacologyInteractions	n/a	6497	UPAMOSTAT
PLAU	plasminogen activator, urokinase	TdgClinicalTrial	n/a	UROKINASE	UROKINASE
PLAU	plasminogen activator, urokinase	TdgClinicalTrial	n/a	WX-UK1	WX-UK1
PLAU	plasminogen activator, urokinase	TdgClinicalTrial	n/a	MRX-801	MRX-801
PLAU	plasminogen activator, urokinase	TdgClinicalTrial	n/a	WX-671	WX-671
TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	PharmGKB	n/a	PA10235	ZOLEDRONATE
TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	PharmGKB	n/a	PA450767	PAMIDRONATE
CD3G	CD3g molecule, gamma (CD3-TCR complex)	DrugBank	n/a	DB00075	MUROMONAB
CD3G	CD3g molecule, gamma (CD3-TCR complex)	TdgClinicalTrial	n/a	ANTI-CD3 MONOCLONAL ANTIBODY	ANTI-CD3 MONOCLONAL ANTIBODY
CD3G	CD3g molecule, gamma (CD3-TCR complex)	TdgClinicalTrial	n/a	CATUMAXOMAB	CATUMAXOMAB
CD3G	CD3g molecule, gamma (CD3-TCR complex)	TdgClinicalTrial	n/a	OTELIXIZUMAB	OTELIXIZUMAB
CD3G	CD3g molecule, gamma (CD3-TCR complex)	TdgClinicalTrial	n/a	MT-103	MT-103
CD3G	CD3g molecule, gamma (CD3-TCR complex)	TdgClinicalTrial	n/a	VISILIZUMAB	VISILIZUMAB
CD3G	CD3g molecule, gamma (CD3-TCR complex)	TdgClinicalTrial	n/a	MT110	MT110
CD3G	CD3g molecule, gamma (CD3-TCR complex)	TdgClinicalTrial	n/a	NI-0401	NI-0401
CD3G	CD3g molecule, gamma (CD3-TCR complex)	TdgClinicalTrial	n/a	MUROMONAB	MUROMONAB
MKNK2	MAP kinase interacting serine/threonine kinase 2	GuideToPharmacologyInteractions	n/a	6010	MNK1 INHIBITOR
CALCR	calcitonin receptor	TdgClinicalTrial	n/a	CALCITONIN	CALCITONIN
CALCR	calcitonin receptor	TdgClinicalTrial	n/a	PRAMLINTIDE	PRAMLINTIDE
CALCR	calcitonin receptor	TdgClinicalTrial	n/a	SALMON CALCITONIN	SALMON CALCITONIN
CALCR	calcitonin receptor	TdgClinicalTrial	n/a	CALCITONIN	CALCITONIN
CALCR	calcitonin receptor	DrugBank	agonist	DB01278	PRAMLINTIDE
CALCR	calcitonin receptor	DrugBank	agonist	DB00017	SALMON CALCITONIN
CALCR	calcitonin receptor	GuideToPharmacologyInteractions	n/a	3777	[<SUP>125</SUP>I]CT (SALMON)
CALCR	calcitonin receptor	GuideToPharmacologyInteractions	n/a	681	&ALPHA;-CGRP
CALCR	calcitonin receptor	GuideToPharmacologyInteractions	n/a	683	ADRENOMEDULLIN
CALCR	calcitonin receptor	GuideToPharmacologyInteractions	n/a	684	ADRENOMEDULLIN 2/INTERMEDIN
CALCR	calcitonin receptor	GuideToPharmacologyInteractions	n/a	688	AMYLIN
